#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
  78400      9.52e-01    1.10e+00      7.72e-03    1.73e-04      4.41e-02    5.12e-02    4.6e-04
  78500      9.49e-01    9.53e-01      6.75e-03    1.33e-02      4.40e-02    4.40e-02    4.6e-04
  78600      1.14e+00    1.14e+00      9.91e-03    7.81e-03      5.29e-02    5.31e-02    4.6e-04
  78700      9.74e-01    8.91e-01      7.19e-03    5.33e-03      4.51e-02    4.13e-02    4.6e-04
  78800      9.78e-01    9.69e-01      7.32e-03    2.90e-03      4.53e-02    4.50e-02    4.6e-04
  78900      9.70e-01    1.06e+00      1.70e-02    1.08e-02      4.46e-02    4.90e-02    4.6e-04
  79000      9.72e-01    9.60e-01      1.34e-02    1.88e-02      4.48e-02    4.41e-02    4.6e-04
  79100      9.42e-01    9.91e-01      7.22e-03    6.85e-03      4.36e-02    4.60e-02    4.6e-04
  79200      1.04e+00    1.05e+00      1.44e-02    1.11e-03      4.79e-02    4.85e-02    4.6e-04
  79300      9.90e-01    9.31e-01      1.19e-02    1.12e-02      4.57e-02    4.31e-02    4.6e-04
  79400      9.48e-01    1.03e+00      1.04e-02    1.76e-02      4.38e-02    4.74e-02    4.6e-04
  79500      9.65e-01    8.32e-01      1.89e-02    4.78e-04      4.43e-02    3.86e-02    4.6e-04
  79600      1.06e+00    1.04e+00      1.10e-02    1.11e-03      4.89e-02    4.82e-02    4.6e-04
  79700      9.79e-01    9.21e-01      1.49e-02    9.93e-03      4.51e-02    4.27e-02    4.6e-04
  79800      9.78e-01    9.82e-01      1.54e-02    1.82e-02      4.50e-02    4.52e-02    4.6e-04
  79900      9.87e-01    1.02e+00      1.48e-02    1.64e-02      4.55e-02    4.69e-02    4.6e-04
  80000      9.33e-01    8.45e-01      1.25e-02    8.56e-03      4.41e-02    4.01e-02    4.4e-04
  80100      1.09e+00    1.06e+00      8.55e-03    1.13e-03      5.17e-02    5.03e-02    4.4e-04
  80200      9.56e-01    8.49e-01      2.17e-02    6.63e-03      4.48e-02    4.04e-02    4.4e-04
  80300      9.30e-01    9.10e-01      1.52e-02    2.19e-02      4.39e-02    4.26e-02    4.4e-04
  80400      9.26e-01    9.38e-01      7.74e-03    3.07e-03      4.40e-02    4.46e-02    4.4e-04
  80500      9.23e-01    1.00e+00      1.62e-02    1.98e-02      4.35e-02    4.73e-02    4.4e-04
  80600      9.25e-01    8.40e-01      1.54e-02    5.41e-03      4.37e-02    4.00e-02    4.4e-04
  80700      9.22e-01    8.99e-01      9.10e-03    7.39e-03      4.37e-02    4.27e-02    4.4e-04
  80800      9.20e-01    9.09e-01      8.29e-03    1.08e-02      4.37e-02    4.31e-02    4.4e-04
  80900      1.13e+00    1.07e+00      1.09e-02    3.36e-04      5.34e-02    5.09e-02    4.4e-04
  81000      1.23e+00    1.08e+00      3.42e-02    4.57e-02      5.72e-02    4.88e-02    4.4e-04
  81100      9.33e-01    8.22e-01      6.66e-03    8.34e-03      4.43e-02    3.90e-02    4.4e-04
  81200      1.05e+00    9.48e-01      7.47e-03    4.54e-03      4.99e-02    4.51e-02    4.4e-04
  81300      9.19e-01    9.38e-01      6.62e-03    1.08e-02      4.37e-02    4.45e-02    4.4e-04
  81400      1.06e+00    9.25e-01      1.71e-02    7.83e-03      5.02e-02    4.40e-02    4.4e-04
  81500      9.89e-01    1.01e+00      1.28e-02    1.29e-02      4.68e-02    4.80e-02    4.4e-04
  81600      9.21e-01    8.81e-01      6.61e-03    1.71e-02      4.37e-02    4.15e-02    4.4e-04
  81700      9.42e-01    9.33e-01      7.12e-03    1.88e-02      4.47e-02    4.39e-02    4.4e-04
  81800      9.60e-01    7.83e-01      1.77e-02    2.99e-03      4.52e-02    3.73e-02    4.4e-04
  81900      9.67e-01    8.55e-01      1.14e-02    1.23e-02      4.58e-02    4.05e-02    4.4e-04
  82000      9.25e-01    1.00e+00      8.52e-03    9.64e-03      4.39e-02    4.77e-02    4.4e-04
  82100      9.96e-01    1.09e+00      7.19e-03    2.33e-02      4.73e-02    5.15e-02    4.4e-04
  82200      9.61e-01    9.55e-01      2.48e-02    3.14e-02      4.48e-02    4.41e-02    4.4e-04
  82300      1.00e+00    9.90e-01      8.03e-03    4.86e-03      4.75e-02    4.71e-02    4.4e-04
  82400      9.01e-01    8.38e-01      6.59e-03    1.32e-02      4.28e-02    3.97e-02    4.4e-04
  82500      9.22e-01    8.52e-01      1.28e-02    2.07e-02      4.36e-02    3.99e-02    4.4e-04
  82600      9.46e-01    1.02e+00      2.28e-02    1.11e-02      4.42e-02    4.85e-02    4.4e-04
  82700      9.33e-01    8.72e-01      2.65e-02    2.54e-02      4.34e-02    4.06e-02    4.4e-04
  82800      9.40e-01    9.55e-01      8.07e-03    1.36e-02      4.46e-02    4.52e-02    4.4e-04
  82900      9.93e-01    9.48e-01      2.55e-02    3.02e-02      4.63e-02    4.39e-02    4.4e-04
  83000      9.36e-01    1.09e+00      2.74e-02    3.05e-02      4.34e-02    5.08e-02    4.4e-04
  83100      9.22e-01    9.09e-01      9.86e-03    1.04e-02      4.37e-02    4.32e-02    4.4e-04
  83200      9.22e-01    8.58e-01      1.34e-02    2.22e-02      4.36e-02    4.01e-02    4.4e-04
  83300      1.02e+00    1.03e+00      2.24e-02    2.03e-02      4.76e-02    4.86e-02    4.4e-04
  83400      9.25e-01    9.19e-01      9.80e-03    9.93e-03      4.38e-02    4.36e-02    4.4e-04
  83500      9.42e-01    8.90e-01      7.85e-03    5.63e-03      4.47e-02    4.24e-02    4.4e-04
  83600      9.27e-01    8.98e-01      8.02e-03    5.71e-03      4.40e-02    4.27e-02    4.4e-04
  83700      1.06e+00    9.30e-01      1.70e-02    2.30e-02      4.99e-02    4.36e-02    4.4e-04
  83800      9.27e-01    8.80e-01      6.81e-03    4.21e-03      4.40e-02    4.19e-02    4.4e-04
  83900      9.48e-01    8.95e-01      8.96e-03    1.69e-02      4.50e-02    4.22e-02    4.4e-04
  84000      9.42e-01    1.02e+00      6.70e-03    3.41e-03      4.47e-02    4.85e-02    4.4e-04
  84100      9.53e-01    1.05e+00      2.47e-02    3.23e-02      4.44e-02    4.88e-02    4.4e-04
  84200      9.42e-01    1.02e+00      8.30e-03    3.48e-04      4.47e-02    4.87e-02    4.4e-04
  84300      9.50e-01    8.42e-01      8.98e-03    1.82e-03      4.51e-02    4.01e-02    4.4e-04
  84400      9.77e-01    9.97e-01      7.45e-03    1.18e-03      4.64e-02    4.75e-02    4.4e-04
  84500      9.12e-01    8.63e-01      1.32e-02    2.27e-02      4.31e-02    4.03e-02    4.4e-04
  84600      9.74e-01    9.72e-01      7.23e-03    5.81e-04      4.63e-02    4.63e-02    4.4e-04
  84700      9.90e-01    1.07e+00      2.40e-02    2.30e-02      4.63e-02    5.06e-02    4.4e-04
  84800      9.27e-01    8.47e-01      2.23e-02    2.42e-02      4.34e-02    3.94e-02    4.4e-04
  84900      9.32e-01    8.91e-01      7.19e-03    9.54e-04      4.43e-02    4.24e-02    4.4e-04
  85000      8.94e-01    8.92e-01      9.53e-03    9.59e-03      4.35e-02    4.34e-02    4.2e-04
  85100      8.98e-01    8.23e-01      1.23e-02    7.94e-03      4.35e-02    4.01e-02    4.2e-04
  85200      9.47e-01    8.78e-01      1.19e-02    5.88e-03      4.60e-02    4.29e-02    4.2e-04
  85300      8.89e-01    8.20e-01      6.94e-03    1.17e-03      4.33e-02    4.01e-02    4.2e-04
  85400      8.91e-01    7.86e-01      9.36e-03    2.94e-04      4.34e-02    3.84e-02    4.2e-04
  85500      9.07e-01    9.24e-01      7.14e-03    8.73e-03      4.42e-02    4.50e-02    4.2e-04
  85600      9.04e-01    8.81e-01      6.67e-03    8.54e-04      4.40e-02    4.31e-02    4.2e-04
  85700      9.01e-01    8.74e-01      1.31e-02    2.73e-02      4.36e-02    4.15e-02    4.2e-04
  85800      8.96e-01    8.71e-01      7.42e-03    9.93e-04      4.36e-02    4.26e-02    4.2e-04
  85900      8.97e-01    8.65e-01      6.73e-03    4.33e-03      4.37e-02    4.22e-02    4.2e-04
  86000      9.39e-01    7.50e-01      2.16e-02    1.61e-03      4.51e-02    3.66e-02    4.2e-04
  86100      8.98e-01    8.70e-01      2.17e-02    2.40e-02      4.30e-02    4.16e-02    4.2e-04
  86200      8.84e-01    8.79e-01      7.28e-03    3.27e-03      4.31e-02    4.29e-02    4.2e-04
  86300      9.01e-01    8.31e-01      6.71e-03    2.93e-03      4.39e-02    4.06e-02    4.2e-04
  86400      9.09e-01    8.14e-01      9.54e-03    2.65e-03      4.42e-02    3.97e-02    4.2e-04
  86500      8.88e-01    8.34e-01      1.65e-02    1.98e-02      4.28e-02    4.01e-02    4.2e-04
  86600      9.68e-01    9.72e-01      1.95e-02    1.67e-02      4.67e-02    4.71e-02    4.2e-04
  86700      9.14e-01    8.49e-01      1.24e-02    1.61e-03      4.43e-02    4.15e-02    4.2e-04
  86800      9.23e-01    8.25e-01      1.60e-02    4.12e-03      4.46e-02    4.03e-02    4.2e-04
  86900      8.92e-01    8.88e-01      7.31e-03    3.40e-03      4.34e-02    4.34e-02    4.2e-04
  87000      9.26e-01    9.45e-01      3.02e-02    2.93e-02      4.38e-02    4.49e-02    4.2e-04
  87100      9.55e-01    9.83e-01      6.83e-03    1.69e-02      4.66e-02    4.76e-02    4.2e-04
  87200      9.37e-01    7.77e-01      8.87e-03    8.10e-03      4.56e-02    3.79e-02    4.2e-04
  87300      1.01e+00    1.00e+00      9.01e-03    3.40e-03      4.92e-02    4.91e-02    4.2e-04
  87400      9.29e-01    8.37e-01      6.96e-03    1.02e-02      4.53e-02    4.07e-02    4.2e-04
  87500      9.15e-01    8.21e-01      1.48e-02    2.43e-02      4.43e-02    3.91e-02    4.2e-04
  87600      9.67e-01    1.70e+00      2.13e-02    1.44e-02      4.65e-02    8.30e-02    4.2e-04
  87700      9.16e-01    8.21e-01      2.70e-02    9.23e-03      4.35e-02    4.00e-02    4.2e-04
  87800      9.01e-01    9.47e-01      2.06e-02    1.76e-02      4.32e-02    4.58e-02    4.2e-04
  87900      9.05e-01    8.10e-01      1.18e-02    1.30e-02      4.39e-02    3.93e-02    4.2e-04
  88000      9.19e-01    8.27e-01      2.31e-02    2.02e-02      4.40e-02    3.97e-02    4.2e-04
  88100      9.34e-01    9.26e-01      6.83e-03    6.54e-04      4.55e-02    4.52e-02    4.2e-04
  88200      9.01e-01    9.44e-01      2.79e-02    1.09e-02      4.27e-02    4.60e-02    4.2e-04
  88300      9.00e-01    9.82e-01      9.91e-03    1.31e-02      4.38e-02    4.78e-02    4.2e-04
  88400      8.88e-01    7.98e-01      9.40e-03    6.94e-03      4.32e-02    3.89e-02    4.2e-04
  88500      9.05e-01    8.56e-01      9.97e-03    2.58e-06      4.40e-02    4.18e-02    4.2e-04
  88600      8.87e-01    9.11e-01      1.74e-02    2.37e-02      4.28e-02    4.37e-02    4.2e-04
  88700      9.09e-01    8.36e-01      8.82e-03    8.70e-03      4.42e-02    4.07e-02    4.2e-04
  88800      9.15e-01    8.09e-01      1.99e-02    1.43e-02      4.40e-02    3.92e-02    4.2e-04
  88900      8.92e-01    9.26e-01      1.07e-02    1.48e-02      4.33e-02    4.49e-02    4.2e-04
  89000      9.45e-01    9.26e-01      1.04e-02    3.51e-03      4.59e-02    4.52e-02    4.2e-04
  89100      9.27e-01    8.84e-01      1.13e-02    1.15e-02      4.50e-02    4.30e-02    4.2e-04
  89200      9.00e-01    1.12e+00      6.91e-03    8.32e-03      4.38e-02    5.45e-02    4.2e-04
  89300      8.82e-01    1.02e+00      9.92e-03    1.05e-02      4.28e-02    4.99e-02    4.2e-04
  89400      8.81e-01    8.92e-01      8.36e-03    4.81e-03      4.28e-02    4.36e-02    4.2e-04
  89500      8.94e-01    8.66e-01      6.62e-03    6.31e-03      4.36e-02    4.23e-02    4.2e-04
  89600      8.87e-01    8.25e-01      1.15e-02    7.11e-03      4.30e-02    4.02e-02    4.2e-04
  89700      9.19e-01    8.94e-01      7.48e-03    6.43e-03      4.47e-02    4.36e-02    4.2e-04
  89800      8.83e-01    8.47e-01      1.02e-02    5.62e-03      4.29e-02    4.14e-02    4.2e-04
  89900      9.74e-01    9.78e-01      9.27e-03    8.44e-03      4.74e-02    4.77e-02    4.2e-04
  90000      8.94e-01    8.35e-01      2.44e-02    2.82e-02      4.37e-02    4.04e-02    4.0e-04
  90100      8.64e-01    8.60e-01      8.44e-03    8.05e-03      4.31e-02    4.30e-02    4.0e-04
  90200      9.94e-01    1.01e+00      6.48e-03    7.09e-03      4.97e-02    5.03e-02    4.0e-04
  90300      9.07e-01    9.59e-01      8.59e-03    1.51e-02      4.53e-02    4.77e-02    4.0e-04
  90400      1.02e+00    1.17e+00      8.82e-03    1.08e-02      5.09e-02    5.84e-02    4.0e-04
  90500      8.78e-01    7.85e-01      1.47e-02    2.75e-02      4.35e-02    3.79e-02    4.0e-04
  90600      1.02e+00    1.06e+00      9.02e-03    1.13e-02      5.08e-02    5.31e-02    4.0e-04
  90700      9.76e-01    9.70e-01      1.91e-02    2.12e-02      4.82e-02    4.79e-02    4.0e-04
  90800      8.60e-01    8.57e-01      1.01e-02    2.24e-03      4.28e-02    4.29e-02    4.0e-04
  90900      9.06e-01    8.64e-01      2.81e-02    1.84e-02      4.40e-02    4.28e-02    4.0e-04
  91000      8.96e-01    8.51e-01      1.74e-02    3.79e-03      4.43e-02    4.27e-02    4.0e-04
  91100      8.90e-01    9.88e-01      1.61e-02    1.33e-02      4.41e-02    4.93e-02    4.0e-04
  91200      8.58e-01    9.51e-01      1.36e-02    1.57e-02      4.26e-02    4.73e-02    4.0e-04
  91300      8.76e-01    8.02e-01      8.96e-03    9.98e-03      4.37e-02    4.00e-02    4.0e-04
  91400      9.16e-01    9.24e-01      1.73e-02    1.53e-02      4.53e-02    4.59e-02    4.0e-04
  91500      9.10e-01    7.91e-01      3.41e-02    1.05e-02      4.36e-02    3.95e-02    4.0e-04
  91600      8.51e-01    7.55e-01      9.06e-03    7.18e-03      4.24e-02    3.77e-02    4.0e-04
  91700      8.91e-01    8.90e-01      1.87e-02    3.97e-02      4.40e-02    4.19e-02    4.0e-04
  91800      9.03e-01    9.75e-01      3.11e-02    4.07e-02      4.36e-02    4.63e-02    4.0e-04
  91900      9.22e-01    8.71e-01      8.89e-03    7.99e-03      4.60e-02    4.36e-02    4.0e-04
  92000      9.19e-01    1.08e+00      2.88e-02    2.83e-02      4.46e-02    5.30e-02    4.0e-04
  92100      8.72e-01    8.16e-01      1.81e-02    1.92e-02      4.31e-02    4.02e-02    4.0e-04
  92200      8.85e-01    7.78e-01      2.35e-02    1.96e-02      4.33e-02    3.83e-02    4.0e-04
  92300      8.66e-01    8.01e-01      1.46e-02    9.65e-03      4.29e-02    4.00e-02    4.0e-04
  92400      9.29e-01    1.01e+00      7.11e-03    5.61e-03      4.64e-02    5.08e-02    4.0e-04
  92500      8.89e-01    8.85e-01      6.85e-03    7.77e-03      4.44e-02    4.43e-02    4.0e-04
  92600      8.69e-01    9.71e-01      8.01e-03    6.09e-03      4.34e-02    4.86e-02    4.0e-04
  92700      8.48e-01    8.70e-01      7.66e-03    4.06e-03      4.23e-02    4.36e-02    4.0e-04
  92800      8.58e-01    7.83e-01      7.26e-03    1.66e-04      4.28e-02    3.92e-02    4.0e-04
  92900      9.30e-01    1.02e+00      1.66e-02    9.70e-03      4.60e-02    5.11e-02    4.0e-04
  93000      8.71e-01    1.00e+00      1.80e-02    8.30e-03      4.30e-02    5.00e-02    4.0e-04
  93100      8.58e-01    8.50e-01      7.09e-03    9.08e-04      4.28e-02    4.26e-02    4.0e-04
  93200      8.65e-01    8.25e-01      1.28e-02    1.21e-02      4.30e-02    4.11e-02    4.0e-04
  93300      9.03e-01    9.69e-01      1.94e-02    6.12e-03      4.46e-02    4.85e-02    4.0e-04
  93400      9.54e-01    8.44e-01      1.42e-02    2.62e-03      4.74e-02    4.23e-02    4.0e-04
  93500      9.24e-01    1.13e+00      7.09e-03    2.55e-03      4.62e-02    5.68e-02    4.0e-04
  93600      8.78e-01    8.56e-01      9.52e-03    1.24e-02      4.38e-02    4.26e-02    4.0e-04
  93700      8.64e-01    8.09e-01      1.12e-02    3.74e-03      4.30e-02    4.05e-02    4.0e-04
  93800      9.42e-01    9.09e-01      6.83e-03    4.44e-03      4.71e-02    4.55e-02    4.0e-04
  93900      9.15e-01    8.87e-01      4.28e-02    1.90e-02      4.27e-02    4.39e-02    4.0e-04
  94000      9.79e-01    8.86e-01      7.09e-03    1.05e-03      4.89e-02    4.44e-02    4.0e-04
  94100      8.84e-01    8.66e-01      1.97e-02    2.53e-02      4.36e-02    4.23e-02    4.0e-04
  94200      8.68e-01    8.00e-01      7.45e-03    8.25e-03      4.33e-02    4.00e-02    4.0e-04
  94300      8.62e-01    8.57e-01      6.92e-03    4.67e-04      4.31e-02    4.30e-02    4.0e-04
  94400      8.62e-01    8.48e-01      7.85e-03    8.71e-03      4.30e-02    4.24e-02    4.0e-04
  94500      8.94e-01    9.81e-01      1.51e-02    1.03e-02      4.43e-02    4.90e-02    4.0e-04
  94600      9.86e-01    8.00e-01      3.20e-02    2.77e-02      4.78e-02    3.87e-02    4.0e-04
  94700      8.64e-01    9.34e-01      2.42e-02    9.36e-03      4.21e-02    4.67e-02    4.0e-04
  94800      8.60e-01    8.72e-01      7.93e-03    7.89e-03      4.29e-02    4.36e-02    4.0e-04
  94900      9.90e-01    1.06e+00      8.40e-03    8.17e-03      4.95e-02    5.31e-02    4.0e-04
  95000      8.62e-01    8.88e-01      6.92e-03    1.46e-04      4.42e-02    4.57e-02    3.8e-04
  95100      9.11e-01    9.54e-01      7.10e-03    4.75e-04      4.67e-02    4.90e-02    3.8e-04
  95200      8.44e-01    7.40e-01      1.32e-02    5.74e-03      4.30e-02    3.80e-02    3.8e-04
  95300      8.44e-01    8.55e-01      1.09e-02    4.52e-03      4.30e-02    4.40e-02    3.8e-04
  95400      8.25e-01    8.22e-01      7.53e-03    5.54e-03      4.23e-02    4.22e-02    3.8e-04
  95500      8.58e-01    8.91e-01      9.26e-03    2.11e-03      4.39e-02    4.58e-02    3.8e-04
  95600      8.45e-01    8.89e-01      1.20e-02    1.40e-02      4.31e-02    4.54e-02    3.8e-04
  95700      8.69e-01    7.81e-01      1.51e-02    8.95e-03      4.41e-02    4.00e-02    3.8e-04
  95800      9.48e-01    9.08e-01      8.27e-03    6.37e-03      4.86e-02    4.66e-02    3.8e-04
  95900      8.91e-01    8.77e-01      2.09e-02    2.21e-02      4.50e-02    4.43e-02    3.8e-04
  96000      8.36e-01    8.15e-01      7.17e-03    6.86e-03      4.28e-02    4.18e-02    3.8e-04
  96100      1.10e+00    1.05e+00      3.75e-02    4.18e-02      5.44e-02    5.14e-02    3.8e-04
  96200      8.40e-01    8.40e-01      2.12e-02    8.99e-03      4.22e-02    4.30e-02    3.8e-04
  96300      8.87e-01    8.98e-01      1.54e-02    2.81e-03      4.51e-02    4.62e-02    3.8e-04
  96400      8.19e-01    7.95e-01      6.80e-03    8.29e-03      4.20e-02    4.07e-02    3.8e-04
  96500      8.85e-01    8.76e-01      7.29e-03    1.15e-02      4.54e-02    4.48e-02    3.8e-04
  96600      9.95e-01    1.01e+00      9.40e-03    3.00e-03      5.10e-02    5.18e-02    3.8e-04
  96700      8.49e-01    9.03e-01      1.94e-02    2.54e-02      4.28e-02    4.53e-02    3.8e-04
  96800      8.76e-01    8.79e-01      1.21e-02    2.26e-02      4.47e-02    4.43e-02    3.8e-04
  96900      9.21e-01    9.82e-01      7.22e-03    6.62e-03      4.72e-02    5.04e-02    3.8e-04
  97000      8.39e-01    8.13e-01      1.47e-02    2.37e-03      4.26e-02    4.18e-02    3.8e-04
  97100      8.71e-01    7.14e-01      2.32e-02    6.85e-03      4.37e-02    3.66e-02    3.8e-04
  97200      8.44e-01    7.30e-01      1.15e-02    1.42e-02      4.30e-02    3.71e-02    3.8e-04
  97300      8.70e-01    7.15e-01      8.07e-03    6.50e-04      4.45e-02    3.68e-02    3.8e-04
  97400      9.16e-01    9.05e-01      1.77e-02    1.22e-02      4.64e-02    4.63e-02    3.8e-04
  97500      8.61e-01    8.24e-01      1.18e-02    1.34e-02      4.39e-02    4.21e-02    3.8e-04
  97600      8.50e-01    9.63e-01      1.63e-02    1.49e-02      4.31e-02    4.92e-02    3.8e-04
  97700      8.77e-01    7.63e-01      7.07e-03    6.08e-03      4.50e-02    3.92e-02    3.8e-04
  97800      9.67e-01    1.07e+00      2.59e-02    3.05e-02      4.85e-02    5.36e-02    3.8e-04
  97900      8.47e-01    8.87e-01      6.79e-03    1.98e-02      4.34e-02    4.50e-02    3.8e-04
  98000      9.10e-01    9.75e-01      3.63e-02    4.12e-02      4.44e-02    4.73e-02    3.8e-04
  98100      8.46e-01    8.37e-01      2.60e-02    2.10e-02      4.21e-02    4.22e-02    3.8e-04
  98200      8.53e-01    8.92e-01      1.61e-02    1.98e-02      4.32e-02    4.52e-02    3.8e-04
  98300      8.53e-01    1.05e+00      7.40e-03    6.81e-03      4.37e-02    5.41e-02    3.8e-04
  98400      8.35e-01    7.95e-01      8.95e-03    3.30e-03      4.26e-02    4.09e-02    3.8e-04
  98500      8.22e-01    7.89e-01      7.40e-03    8.83e-03      4.21e-02    4.04e-02    3.8e-04
  98600      8.44e-01    8.01e-01      8.14e-03    2.11e-03      4.32e-02    4.12e-02    3.8e-04
  98700      8.58e-01    7.83e-01      8.17e-03    1.31e-02      4.39e-02    3.99e-02    3.8e-04
  98800      8.91e-01    8.73e-01      9.04e-03    5.58e-03      4.56e-02    4.48e-02    3.8e-04
  98900      8.81e-01    9.08e-01      8.23e-03    8.34e-03      4.51e-02    4.66e-02    3.8e-04
  99000      8.29e-01    8.10e-01      8.06e-03    2.00e-04      4.24e-02    4.17e-02    3.8e-04
  99100      8.49e-01    6.96e-01      7.01e-03    2.31e-03      4.35e-02    3.58e-02    3.8e-04
  99200      8.63e-01    8.43e-01      6.67e-03    5.82e-04      4.42e-02    4.34e-02    3.8e-04
  99300      8.95e-01    9.55e-01      1.15e-02    1.92e-02      4.57e-02    4.85e-02    3.8e-04
  99400      8.78e-01    8.97e-01      7.05e-03    5.41e-03      4.50e-02    4.61e-02    3.8e-04
  99500      9.21e-01    9.92e-01      2.23e-02    8.09e-03      4.64e-02    5.09e-02    3.8e-04
  99600      9.09e-01    8.70e-01      2.17e-02    2.71e-02      4.58e-02    4.34e-02    3.8e-04
  99700      8.42e-01    7.94e-01      6.87e-03    8.55e-03      4.31e-02    4.07e-02    3.8e-04
  99800      8.30e-01    7.50e-01      6.80e-03    3.54e-03      4.25e-02    3.85e-02    3.8e-04
  99900      8.50e-01    8.19e-01      6.78e-03    2.32e-03      4.36e-02    4.21e-02    3.8e-04
 100000      8.27e-01    6.69e-01      1.36e-02    1.42e-02      4.32e-02    3.48e-02    3.6e-04
 100100      9.34e-01    8.28e-01      2.69e-02    2.47e-02      4.78e-02    4.25e-02    3.6e-04
 100200      8.26e-01    6.96e-01      2.05e-02    1.38e-02      4.26e-02    3.63e-02    3.6e-04
 100300      8.72e-01    8.44e-01      1.74e-02    3.23e-02      4.53e-02    4.25e-02    3.6e-04
 100400      8.26e-01    9.01e-01      8.22e-03    1.08e-03      4.34e-02    4.75e-02    3.6e-04
 100500      8.02e-01    8.01e-01      1.07e-02    1.35e-02      4.19e-02    4.19e-02    3.6e-04
 100600      8.19e-01    7.34e-01      1.55e-02    1.82e-02      4.26e-02    3.80e-02    3.6e-04
 100700      8.53e-01    8.13e-01      6.88e-03    1.16e-02      4.48e-02    4.26e-02    3.6e-04
 100800      8.29e-01    7.08e-01      6.78e-03    5.35e-03      4.35e-02    3.73e-02    3.6e-04
